img,price,url,logindex,title,subwaytag,taxfree,haskey,hstype,houseid,tag,id
http://image1.ljcdn.com/110000-inspection/4cd822c4-72d8-4789-b744-4bf4c391741f.JPG.437x300.jpg," 195",http://bj.lianjia.com/ershoufang/101101113722.html,1," 福城上上城五期 2室1厅 195万"," 房本满五年"," 随时看房"," 不限购",,101101113722," 燕郊城区  / 2室1厅  / 82.45平米  / 东 西 北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/ea71a2cb-6d8d-450f-8326-ca2a15dfeb8c.jpg.437x300.jpg," 248",http://bj.lianjia.com/ershoufang/101101062870.html,2," 四合巷小区 2室1厅 248万"," 房本满五年"," 随时看房",,,101101062870," 良乡  / 2室1厅  / 80.8平米  / 南 北  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/6276b028-6a4e-4906-a3c8-2e0e7e664f76.jpg.437x300.jpg," 295",http://bj.lianjia.com/ershoufang/101101107486.html,3," 北潞芳家园 2室1厅 295万"," 房本满五年"," 随时看房",,,101101107486," 良乡  / 2室1厅  / 91.14平米  / 南 北  / 其他  / 无电梯",
http://image1.ljcdn.com/110000-inspection/149918c8-dbdb-4bee-b0fd-f7e1e047a04f.JPG.437x300.jpg," 260",http://bj.lianjia.com/ershoufang/101100901720.html,4," 福城上上城五期 2室1厅 260万"," 房本满五年"," 随时看房"," 不限购",,101100901720," 燕郊城区  / 2室1厅  / 98.44平米  / 南 北  / 简装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/925fda2c-cfc6-4046-8376-f3e322644dcb.jpg.437x300.jpg," 287",http://bj.lianjia.com/ershoufang/101100990721.html,5," 带两个露台，业主诚心出售，随时可看，随时签约"," 房本满五年"," 随时看房"," 不限购",,101100990721," 燕郊城区  / 2室1厅  / 93.43平米  / 南  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/792e5be3-4337-4a60-a113-7a5d034dd736.jpg.437x300.jpg," 290",http://bj.lianjia.com/ershoufang/101101048572.html,6," 天洋城 南向 2居室 随时看房"," 房本满五年"," 随时看房",,,101101048572," 燕郊城区  / 2室1厅  / 91.68平米  / 东南  / 毛坯  / 有电梯",
http://image1.ljcdn.com/110000-inspection/e0c76990-0748-4b20-b7f4-a23287fa4d32.JPG.437x300.jpg," 215",http://bj.lianjia.com/ershoufang/101101071235.html,7," 福城上上城五期 2室1厅 215万"," 房本满五年"," 随时看房",,,101101071235," 燕郊城区  / 2室1厅  / 78.51平米  / 南  / 简装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/33b475fb-485c-4177-9ae1-67ca8ff49df7.JPG.437x300.jpg," 246",http://bj.lianjia.com/ershoufang/101101035447.html,8," 福城上上城五期 2室1厅 246万"," 房本满五年"," 不限购",,,101101035447," 燕郊城区  / 2室1厅  / 88.02平米  / 东南  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/3f621858-6460-470b-8312-666f24d8d727.JPG.437x300.jpg," 270",http://bj.lianjia.com/ershoufang/101100950238.html,9," 福城上上城五期 2室2厅 270万"," 房本满五年"," 随时看房",,,101100950238," 燕郊城区  / 2室2厅  / 96.41平米  / 南 北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/0418add9-3e06-40d8-8bbc-12409b70ff0c.JPG.437x300.jpg," 200",http://bj.lianjia.com/ershoufang/101101111501.html,10," 福城上上城五期 2室1厅 200万"," 房本满五年"," 随时看房"," 不限购",,101101111501," 燕郊城区  / 2室1厅  / 79.48平米  / 南 北  / 简装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/7f4dff79-ebbf-435a-a1b9-22ed0d344974.jpg.437x300.jpg," 215",http://bj.lianjia.com/ershoufang/101101101913.html,11," 福泽御园 1室1厅 215万"," 房本满五年"," 不限购",,,101101101913," 燕郊城区  / 1室1厅  / 79.04平米  / 南  / 简装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/8316d58f-9813-4e49-a56b-9e4d953f6a1a.jpg.437x300.jpg," 295",http://bj.lianjia.com/ershoufang/101100894065.html,12," 星河皓月 2室1厅 295万"," 房本满五年"," 随时看房"," 不限购",,101100894065," 燕郊城区  / 2室1厅  / 92.12平米  / 南 北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/fa4abef8-2213-4dfd-8da5-8acb7888338d.jpg.437x300.jpg," 265",http://bj.lianjia.com/ershoufang/101101081255.html,13," 二季精装中高层纯南两居靠谱出售，视野开阔，采光充足"," 房本满五年",,,,101101081255," 燕郊城区  / 2室1厅  / 93.54平米  / 南  / 精装  / 有电梯",
